seed,profile,ants_requested,pre_days,post_days,phase,food_x,food_y,phase_food_trips,phase_food_collected,day,model_version,calibration_status,px_per_cm,arena_width_cm,arena_height_cm,nest_radius_cm,sim_day_seconds,random_state,species,speed,ant_count_target,pheromone_strength,diffusion_rate,evaporation_rate,sense_threshold,temperature,humidity,resource_pressure,threat_pressure,hunger_pressure,brood_demand,soldier_ratio,ants,queens,role_worker,role_nurse,role_soldier,eggs,larvae,pupae,brood_total,dead,nest_corpses,disposed_corpses,food_store,water_store,carrying_food,carrying_water,carrying_corpse,avg_energy,avg_hydration,avg_turn_noise,low_noise_ants,high_noise_ants,brood_temp,brood_humidity,brood_stress,food_trips,water_trips,foraging_trips,food_collected,water_collected,food_trip_rate,water_trip_rate,corpse_moves,corpse_move_rate,task_explore,task_food,task_water,task_brood,task_corpse,task_patrol,task_defense,state_exploring,state_following_food_trail,state_following_water_trail,state_carrying_food,state_carrying_water,state_brood_care,state_corpse_cleanup,state_carrying_corpse,state_returning_to_recover,state_patrolling,food_pheromone,water_pheromone,nest_pheromone,alarm_pheromone,death_pheromone,avoid_pheromone
1,low,240,2,2,initial_food,960,180,0,0,2,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,2389598119,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,154,52,34,0,0,0,0,0,0,0,29,1983,27,0,0,85,87,0.018,240,0,25.6,61.5,0.18,0,0,0,0,0,0,0,0,0,1,205,0,0,0,34,0,122,53,0,27,0,0,0,0,0,34,22738,0,31150,0,0,0
1,low,240,2,2,relocated_food,220,620,47,245,4,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,3092649546,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,154,52,34,0,0,0,0,0,0,0,248,1952,18,0,0,88,90,0.018,240,0,25.9,59.2,0.24,47,0,47,245,0,11.75,0,0,0,205,1,0,0,0,34,0,36,133,0,18,0,0,0,0,0,34,26644,0,26538,0,0,0
2,low,240,2,2,initial_food,960,180,7,38,2,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,989911047,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,156,48,36,0,0,0,0,0,0,0,67,1980,44,0,0,85,88,0.018,240,0,25.6,61.5,0.18,7,0,7,38,0,3.5,0,0,0,198,6,0,0,0,36,0,85,72,0,44,0,0,0,0,0,36,39359,0,28975,0,0,0
2,low,240,2,2,relocated_food,220,620,43,198,4,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,3487476867,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,156,48,36,0,0,0,0,0,0,0,250,1959,19,0,0,87,89,0.018,240,0,25.9,59.2,0.24,50,0,50,236,0,12.5,0,0,0,202,2,0,0,0,36,0,18,152,0,19,0,0,0,0,0,36,44684,0,28950,0,0,0
3,low,240,2,2,initial_food,960,180,1,5,2,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,4009662904,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,163,54,23,0,0,0,0,0,0,0,33,1980,57,0,0,85,88,0.018,240,0,25.6,61.5,0.18,1,0,1,5,0,0.5,0,0,0,35,182,0,0,0,23,0,91,68,0,57,0,0,0,0,0,23,42784,0,30191,0,0,0
3,low,240,2,2,relocated_food,220,620,66,336,4,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,2548880014,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,163,54,23,0,0,0,0,0,0,0,346,1953,14,0,0,89,90,0.018,240,0,25.9,59.2,0.24,67,0,67,341,0,16.75,0,0,0,217,0,0,0,0,23,0,110,79,0,14,0,0,0,0,0,23,18361,0,30182,0,0,0
1,medium,240,2,2,initial_food,960,180,7,35,2,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,2775918439,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,154,52,34,0,0,0,0,0,0,0,63,1979,28,0,0,85,88,0.055,0,0,25.6,61.5,0.18,7,0,7,35,0,3.5,0,0,0,192,14,0,0,0,34,0,122,54,0,28,0,0,0,0,0,34,29592,0,30631,0,0,0
1,medium,240,2,2,relocated_food,220,620,26,128,4,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,249901576,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,154,52,34,0,0,0,0,0,0,0,175,1959,49,0,0,86,89,0.055,0,0,25.9,59.2,0.24,33,0,33,163,0,8.25,0,0,0,198,8,0,0,0,34,0,70,77,0,49,0,0,0,0,0,34,60674,0,26483,0,0,0
2,medium,240,2,2,initial_food,960,180,10,53,2,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,3355673829,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,156,48,36,0,0,0,0,0,0,0,82,1979,27,0,0,86,88,0.055,0,0,25.6,61.5,0.18,10,0,10,53,0,5,0,0,0,199,5,0,0,0,36,0,140,33,0,27,0,0,0,0,0,36,24652,0,30613,0,0,0
2,medium,240,2,2,relocated_food,220,620,14,67,4,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,1222279339,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,156,48,36,0,0,0,0,0,0,0,135,1959,51,0,0,86,89,0.055,0,0,25.9,59.2,0.24,24,0,24,120,0,6,0,0,0,200,4,0,0,0,36,0,60,88,0,51,0,0,0,0,0,36,64433,0,27190,0,0,0
3,medium,240,2,2,initial_food,960,180,21,96,2,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,2715957755,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,163,54,23,0,0,0,0,0,0,0,123,1979,31,0,0,87,88,0.055,0,0,25.6,61.5,0.18,21,0,21,96,0,10.5,0,0,0,211,6,0,0,0,23,0,124,57,0,31,0,0,0,0,0,23,29353,0,31925,0,0,0
3,medium,240,2,2,relocated_food,220,620,24,108,4,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,554554168,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,163,54,23,0,0,0,0,0,0,0,218,1956,46,0,0,87,90,0.055,0,0,25.9,59.2,0.24,45,0,45,204,0,11.25,0,0,0,213,4,0,0,0,23,0,56,106,0,46,0,0,0,0,0,23,70112,0,28742,0,0,0
1,high,240,2,2,initial_food,960,180,3,13,2,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,2411935752,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,154,52,34,0,0,0,0,0,0,0,33,1969,9,0,0,86,90,0.105,0,240,25.6,61.5,0.18,3,0,3,13,0,1.5,0,0,0,7,199,0,0,0,34,0,0,0,0,9,0,0,0,0,0,34,8277,0,31091,0,0,0
1,high,240,2,2,relocated_food,220,620,15,77,4,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,22736331,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,154,52,34,0,0,0,0,0,0,0,104,1960,25,0,0,85,89,0.105,0,240,25.9,59.2,0.24,18,0,18,90,0,4.5,0,0,0,203,3,0,0,0,34,0,0,0,0,25,0,0,0,0,0,34,31312,0,30973,0,0,0
2,high,240,2,2,initial_food,960,180,2,12,2,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,1966899573,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,156,48,36,0,0,0,0,0,0,0,33,1970,15,0,0,86,90,0.105,0,240,25.6,61.5,0.18,2,0,2,12,0,1,0,0,0,3,201,0,0,0,36,0,0,0,0,15,0,0,0,0,0,36,14718,0,30423,0,0,0
2,high,240,2,2,relocated_food,220,620,28,138,4,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,2346926065,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,156,48,36,0,0,0,0,0,0,0,165,1961,20,0,0,86,89,0.105,0,240,25.9,59.2,0.24,30,0,30,150,0,7.5,0,0,0,197,7,0,0,0,36,0,0,0,0,20,0,0,0,0,0,36,36534,0,30270,0,0,0
3,high,240,2,2,initial_food,960,180,3,16,2,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,240369943,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,163,54,23,0,0,0,0,0,0,0,35,1971,9,0,0,87,89,0.105,0,240,25.6,61.5,0.18,3,0,3,16,0,1.5,0,0,0,37,180,0,0,0,23,0,0,0,0,9,0,0,0,0,0,23,10208,0,32573,0,0,0
3,high,240,2,2,relocated_food,220,620,14,68,4,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,2550549395,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,163,54,23,0,0,0,0,0,0,0,95,1961,21,0,0,86,89,0.105,0,240,25.9,59.2,0.24,17,0,17,84,0,4.25,0,0,0,210,7,0,0,0,23,0,0,0,0,21,0,0,0,0,0,23,33718,0,32727,0,0,0
1,diverse,240,2,2,initial_food,960,180,2,7,2,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,151259330,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,154,52,34,0,0,0,0,0,0,0,34,1979,19,0,0,85,88,0.0604,72,72,25.6,61.5,0.18,2,0,2,7,0,1,0,0,0,20,186,0,0,0,34,0,100,24,0,19,0,0,0,0,0,34,14554,0,31655,0,0,0
1,diverse,240,2,2,relocated_food,220,620,8,42,4,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,2157835275,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,154,52,34,0,0,0,0,0,0,0,61,1958,24,0,0,85,89,0.0604,72,72,25.9,59.2,0.24,10,0,10,49,0,2.5,0,0,0,193,13,0,0,0,34,0,37,87,0,24,0,0,0,0,0,34,42060,0,30737,0,0,0
2,diverse,240,2,2,initial_food,960,180,6,30,2,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,3243466376,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,156,48,36,0,0,0,0,0,0,0,57,1977,19,0,0,86,89,0.0604,72,72,25.6,61.5,0.18,6,0,6,30,0,3,0,0,0,179,25,0,0,0,36,0,85,34,0,19,0,0,0,0,0,36,19551,0,30956,0,0,0
2,diverse,240,2,2,relocated_food,220,620,39,201,4,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,3422005308,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,156,48,36,0,0,0,0,0,0,0,244,1957,15,0,0,87,90,0.0604,72,72,25.9,59.2,0.24,45,0,45,231,0,11.25,0,0,0,202,2,0,0,0,36,0,48,72,0,15,0,0,0,0,0,36,41163,0,28258,0,0,0
3,diverse,240,2,2,initial_food,960,180,4,20,2,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,1572894636,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,163,54,23,0,0,0,0,0,0,0,47,1979,23,0,0,86,88,0.0604,72,72,25.6,61.5,0.18,4,0,4,20,0,2,0,0,0,167,50,0,0,0,23,0,105,26,0,23,0,0,0,0,0,23,22274,0,32749,0,0,0
3,diverse,240,2,2,relocated_food,220,620,8,42,4,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,1746771336,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,163,54,23,0,0,0,0,0,0,0,72,1957,41,0,0,86,90,0.0604,72,72,25.9,59.2,0.24,12,0,12,62,0,3,0,0,0,205,12,0,0,0,23,0,37,83,0,41,0,0,0,0,0,23,48668,0,30025,0,0,0
