seed,profile,ants_requested,pre_days,post_days,adaptation_days,phase,food_x,food_y,phase_food_trips,phase_food_collected,day,model_version,calibration_status,px_per_cm,arena_width_cm,arena_height_cm,nest_radius_cm,sim_day_seconds,random_state,species,speed,ant_count_target,pheromone_strength,diffusion_rate,evaporation_rate,sense_threshold,temperature,humidity,resource_pressure,threat_pressure,hunger_pressure,brood_demand,soldier_ratio,ants,queens,role_worker,role_nurse,role_soldier,eggs,larvae,pupae,brood_total,dead,nest_corpses,disposed_corpses,food_store,water_store,carrying_food,carrying_water,carrying_corpse,avg_energy,avg_hydration,avg_turn_noise,avg_base_turn_noise,avg_exploration_drive,avg_traffic_load,traffic_max_cell,traffic_mean_occupied_cell,traffic_congested_cells,ants_with_food_memory,avg_food_memory_strength,low_noise_ants,high_noise_ants,brood_temp,brood_humidity,brood_stress,food_trips,water_trips,foraging_trips,food_collected,water_collected,food_trip_rate,water_trip_rate,corpse_moves,corpse_move_rate,task_explore,task_food,task_water,task_brood,task_corpse,task_patrol,task_defense,state_exploring,state_following_food_trail,state_following_water_trail,state_carrying_food,state_carrying_water,state_brood_care,state_corpse_cleanup,state_carrying_corpse,state_returning_to_recover,state_patrolling,state_traffic_detour,state_checking_known_food_site,food_pheromone,water_pheromone,nest_pheromone,alarm_pheromone,death_pheromone,avoid_pheromone
6,high,240,4,4,0.5,initial_food,960,180,25,128,4,0.5-adaptive-stochasticity,provisional_behavioral_units,20,60,38,3.6,86400,3020917009,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,166,47,27,0,0,0,0,0,0,0,132,1951,13,0,0,86,90,0.1038,0.105,0.002,0.002,3,1.19,0,14,0.475,0,240,25.9,59.2,0.24,25,0,25,128,0,6.25,0,0,0,213,0,0,0,0,27,0,0,0,0,13,0,0,0,0,0,27,0,0,21247,0,32931,0,0,0
6,high,240,4,4,0.5,relocated_early,220,620,3,16,4.5,0.5-adaptive-stochasticity,provisional_behavioral_units,20,60,38,3.6,86400,564041707,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,166,47,27,1,0,0,1,0,0,0,146,1948,20,0,0,85,90,0.1049,0.105,0.012,0.001,2,1.13,0,20,0.48,0,240,25.9,59,0.25,28,0,28,144,0,6.222,0,0,0,213,0,0,0,0,27,0,0,0,0,20,0,0,0,0,0,27,0,0,24565,0,32661,0,0,0
6,high,240,4,4,0.5,relocated_late,220,620,39,192,8,0.5-adaptive-stochasticity,provisional_behavioral_units,20,60,38,3.6,86400,73378763,lasius,1.4,241,120,100,80,10,26,58,45,25,95,0,12,241,1,167,47,27,0,0,0,0,0,0,0,325,1931,12,0,0,84,89,0.1038,0.1049,0.003,0.003,4,1.19,0,12,0.48,0,241,26,58.2,0.27,67,0,67,336,0,8.375,0,0,0,214,0,0,0,0,27,0,1,0,0,12,0,0,0,0,0,27,0,0,27728,0,32817,0,0,0
6,high,240,4,4,0.5,relocated_total,220,620,42,208,8,0.5-adaptive-stochasticity,provisional_behavioral_units,20,60,38,3.6,86400,73378763,lasius,1.4,241,120,100,80,10,26,58,45,25,95,0,12,241,1,167,47,27,0,0,0,0,0,0,0,325,1931,12,0,0,84,89,0.1038,0.1049,0.003,0.003,4,1.19,0,12,0.48,0,241,26,58.2,0.27,67,0,67,336,0,8.375,0,0,0,214,0,0,0,0,27,0,1,0,0,12,0,0,0,0,0,27,0,0,27728,0,32817,0,0,0
7,high,240,4,4,0.5,initial_food,960,180,13,60,4,0.5-adaptive-stochasticity,provisional_behavioral_units,20,60,38,3.6,86400,1361191022,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,155,54,31,0,0,0,0,0,0,0,65,1953,14,0,0,86,90,0.1037,0.105,0.002,0.004,3,1.17,0,14,0.48,0,240,25.9,59.2,0.24,13,0,13,60,0,3.25,0,0,0,201,8,0,0,0,31,0,0,0,0,14,0,0,0,0,0,31,0,0,16984,0,32802,0,0,0
7,high,240,4,4,0.5,relocated_early,220,620,1,3,4.5,0.5-adaptive-stochasticity,provisional_behavioral_units,20,60,38,3.6,86400,1945942115,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,155,54,31,0,1,0,1,0,0,0,66,1950,21,0,0,85,89,0.105,0.105,0.014,0.001,3,1.17,0,21,0.48,0,240,25.9,59,0.24,14,0,14,63,0,3.111,0,0,0,202,7,0,0,0,31,0,0,0,0,21,0,0,0,0,0,31,0,0,22203,0,31984,0,0,0
7,high,240,4,4,0.5,relocated_late,220,620,42,231,8,0.5-adaptive-stochasticity,provisional_behavioral_units,20,60,38,3.6,86400,645391314,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,155,54,31,0,0,1,1,0,0,0,283,1933,22,0,0,85,88,0.104,0.105,0.007,0.006,3,1.19,0,22,0.48,0,240,26,58.2,0.27,56,0,56,294,0,7,0,0,0,207,2,0,0,0,31,0,0,0,0,22,0,0,0,0,0,31,0,0,36941,0,30754,0,0,0
7,high,240,4,4,0.5,relocated_total,220,620,43,234,8,0.5-adaptive-stochasticity,provisional_behavioral_units,20,60,38,3.6,86400,645391314,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,155,54,31,0,0,1,1,0,0,0,283,1933,22,0,0,85,88,0.104,0.105,0.007,0.006,3,1.19,0,22,0.48,0,240,26,58.2,0.27,56,0,56,294,0,7,0,0,0,207,2,0,0,0,31,0,0,0,0,22,0,0,0,0,0,31,0,0,36941,0,30754,0,0,0
8,high,240,4,4,0.5,initial_food,960,180,15,76,4,0.5-adaptive-stochasticity,provisional_behavioral_units,20,60,38,3.6,86400,1336341292,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,163,54,23,0,0,0,0,0,0,0,79,1954,23,0,0,86,90,0.1037,0.105,0.001,0.001,3,1.21,0,23,0.48,0,240,25.9,59.2,0.24,15,0,15,76,0,3.75,0,0,0,213,4,0,0,0,23,0,0,0,0,23,0,0,0,0,0,23,0,0,24114,0,33360,0,0,0
8,high,240,4,4,0.5,relocated_early,220,620,4,24,4.5,0.5-adaptive-stochasticity,provisional_behavioral_units,20,60,38,3.6,86400,3656368416,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,163,54,23,0,1,0,1,0,0,0,101,1951,34,0,0,86,89,0.106,0.105,0.022,0.002,3,1.17,0,35,0.471,0,240,25.9,59,0.25,19,0,19,100,0,4.222,0,0,0,213,4,0,0,0,23,0,0,0,0,34,0,0,0,0,0,23,0,0,36248,0,32671,0,0,0
8,high,240,4,4,0.5,relocated_late,220,620,57,282,8,0.5-adaptive-stochasticity,provisional_behavioral_units,20,60,38,3.6,86400,3958312406,lasius,1.4,241,120,100,80,10,26,58,45,25,95,0,12,241,1,164,54,23,0,0,0,0,0,0,0,370,1932,18,0,0,86,88,0.1036,0.1047,0.003,0.003,3,1.19,0,20,0.466,0,240,26,58.2,0.27,76,0,76,382,0,9.5,0,0,0,218,0,0,0,0,23,0,0,1,0,18,0,0,0,0,0,23,0,0,39766,0,32354,0,0,0
8,high,240,4,4,0.5,relocated_total,220,620,61,306,8,0.5-adaptive-stochasticity,provisional_behavioral_units,20,60,38,3.6,86400,3958312406,lasius,1.4,241,120,100,80,10,26,58,45,25,95,0,12,241,1,164,54,23,0,0,0,0,0,0,0,370,1932,18,0,0,86,88,0.1036,0.1047,0.003,0.003,3,1.19,0,20,0.466,0,240,26,58.2,0.27,76,0,76,382,0,9.5,0,0,0,218,0,0,0,0,23,0,0,1,0,18,0,0,0,0,0,23,0,0,39766,0,32354,0,0,0
1,diverse,240,4,4,0.5,initial_food,960,180,12,52,4,0.5-adaptive-stochasticity,provisional_behavioral_units,20,60,38,3.6,86400,756804742,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,157,47,36,0,0,0,0,0,0,0,56,1949,43,0,0,85,90,0.0612,0.0604,0.045,0.094,6,1.45,0,43,0.602,72,72,25.9,59.2,0.24,12,0,12,52,0,3,0,0,0,164,40,0,0,0,36,0,53,47,0,43,0,0,0,0,0,36,0,0,53312,0,26204,0,0,0
1,diverse,240,4,4,0.5,relocated_early,220,620,8,39,4.5,0.5-adaptive-stochasticity,provisional_behavioral_units,20,60,38,3.6,86400,678508908,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,157,47,36,1,0,0,1,0,0,0,89,1944,39,0,0,86,90,0.064,0.0604,0.098,0.12,11,1.48,1,39,0.611,68,78,25.9,59,0.25,20,0,20,91,0,4.444,0,0,0,173,31,0,0,0,36,0,43,61,0,39,0,0,0,0,0,36,1,0,44622,0,26191,0,0,0
1,diverse,240,4,4,0.5,relocated_late,220,620,47,237,8,0.5-adaptive-stochasticity,provisional_behavioral_units,20,60,38,3.6,86400,3636812687,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,157,47,36,0,0,1,1,0,0,0,300,1923,17,0,0,87,90,0.0618,0.0604,0.051,0.051,6,1.31,0,17,0.581,72,73,26,58.2,0.27,67,0,67,328,0,8.375,0,0,0,199,5,0,0,0,36,0,67,63,0,17,0,0,0,0,0,36,0,0,27056,0,25920,0,0,0
1,diverse,240,4,4,0.5,relocated_total,220,620,55,276,8,0.5-adaptive-stochasticity,provisional_behavioral_units,20,60,38,3.6,86400,3636812687,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,157,47,36,0,0,1,1,0,0,0,300,1923,17,0,0,87,90,0.0618,0.0604,0.051,0.051,6,1.31,0,17,0.581,72,73,26,58.2,0.27,67,0,67,328,0,8.375,0,0,0,199,5,0,0,0,36,0,67,63,0,17,0,0,0,0,0,36,0,0,27056,0,25920,0,0,0
2,diverse,240,4,4,0.5,initial_food,960,180,20,104,4,0.5-adaptive-stochasticity,provisional_behavioral_units,20,60,38,3.6,86400,991558189,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,152,51,37,0,0,0,0,0,0,0,113,1957,54,0,0,86,90,0.0614,0.0604,0.054,0.11,7,1.45,1,59,0.571,72,73,25.9,59.2,0.24,20,0,20,104,0,5,0,0,0,186,17,0,0,0,37,0,52,43,0,54,0,0,0,0,0,37,1,0,54651,0,25365,0,0,0
2,diverse,240,4,4,0.5,relocated_early,220,620,21,104,4.5,0.5-adaptive-stochasticity,provisional_behavioral_units,20,60,38,3.6,86400,992061957,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,152,51,37,1,0,0,1,0,0,0,211,1950,43,0,0,87,90,0.0646,0.0604,0.105,0.088,7,1.44,1,49,0.556,68,79,25.9,59,0.25,41,0,41,208,0,9.111,0,0,0,192,11,0,0,0,37,0,44,60,0,43,0,0,0,0,0,37,1,0,50529,0,23897,0,0,0
2,diverse,240,4,4,0.5,relocated_late,220,620,76,390,8,0.5-adaptive-stochasticity,provisional_behavioral_units,20,60,38,3.6,86400,3398157645,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,152,51,37,0,0,1,1,0,0,0,580,1925,35,0,0,89,90,0.0622,0.0604,0.061,0.114,7,1.52,1,42,0.599,71,74,26,58.2,0.27,117,0,117,598,0,14.625,0,0,0,203,0,0,0,0,37,0,66,40,0,35,0,0,0,0,0,37,0,0,40334,0,24433,0,0,0
2,diverse,240,4,4,0.5,relocated_total,220,620,97,494,8,0.5-adaptive-stochasticity,provisional_behavioral_units,20,60,38,3.6,86400,3398157645,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,152,51,37,0,0,1,1,0,0,0,580,1925,35,0,0,89,90,0.0622,0.0604,0.061,0.114,7,1.52,1,42,0.599,71,74,26,58.2,0.27,117,0,117,598,0,14.625,0,0,0,203,0,0,0,0,37,0,66,40,0,35,0,0,0,0,0,37,0,0,40334,0,24433,0,0,0
3,diverse,240,4,4,0.5,initial_food,960,180,21,105,4,0.5-adaptive-stochasticity,provisional_behavioral_units,20,60,38,3.6,86400,66001701,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,167,44,29,0,0,0,0,0,0,0,112,1950,26,0,0,87,90,0.0617,0.0604,0.045,0.069,7,1.38,1,28,0.599,72,72,25.9,59.2,0.24,21,0,21,105,0,5.25,0,0,0,202,9,0,0,0,29,0,62,58,0,26,0,0,0,0,0,29,0,0,32190,0,28145,0,0,0
3,diverse,240,4,4,0.5,relocated_early,220,620,12,62,4.5,0.5-adaptive-stochasticity,provisional_behavioral_units,20,60,38,3.6,86400,3668379655,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,167,44,29,1,0,0,1,0,0,0,169,1945,18,0,0,87,90,0.0635,0.0604,0.074,0.066,5,1.4,0,23,0.541,69,74,25.9,59,0.25,33,0,33,167,0,7.333,0,0,0,205,6,0,0,0,29,0,57,71,0,18,0,0,0,0,0,29,0,1,33272,0,27553,0,0,0
3,diverse,240,4,4,0.5,relocated_late,220,620,80,410,8,0.5-adaptive-stochasticity,provisional_behavioral_units,20,60,38,3.6,86400,2791499456,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,167,44,29,0,1,0,1,0,0,0,559,1921,37,0,0,88,90,0.063,0.0604,0.071,0.119,7,1.45,3,43,0.55,71,78,26,58.2,0.27,113,0,113,577,0,14.125,0,0,0,210,1,0,0,0,29,0,59,50,0,37,0,0,0,0,0,29,0,0,42952,0,26754,0,0,0
3,diverse,240,4,4,0.5,relocated_total,220,620,92,472,8,0.5-adaptive-stochasticity,provisional_behavioral_units,20,60,38,3.6,86400,2791499456,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,167,44,29,0,1,0,1,0,0,0,559,1921,37,0,0,88,90,0.063,0.0604,0.071,0.119,7,1.45,3,43,0.55,71,78,26,58.2,0.27,113,0,113,577,0,14.125,0,0,0,210,1,0,0,0,29,0,59,50,0,37,0,0,0,0,0,29,0,0,42952,0,26754,0,0,0
4,diverse,240,4,4,0.5,initial_food,960,180,17,82,4,0.5-adaptive-stochasticity,provisional_behavioral_units,20,60,38,3.6,86400,1354984974,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,163,49,28,0,0,0,0,0,0,0,92,1956,52,0,0,87,90,0.0622,0.0604,0.062,0.132,9,1.44,2,53,0.616,72,77,25.9,59.2,0.24,17,0,17,82,0,4.25,0,0,0,208,4,0,0,0,28,0,56,42,0,52,0,0,0,0,0,28,0,0,47729,0,27241,0,0,0
4,diverse,240,4,4,0.5,relocated_early,220,620,11,52,4.5,0.5-adaptive-stochasticity,provisional_behavioral_units,20,60,38,3.6,86400,4215019012,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,163,49,28,1,0,0,1,0,0,0,137,1951,46,0,0,87,91,0.0657,0.0604,0.124,0.133,8,1.41,1,49,0.609,69,88,25.9,59,0.25,28,0,28,134,0,6.222,0,0,0,209,3,0,0,0,28,0,48,51,0,46,0,0,0,0,0,28,0,0,43606,0,26170,0,0,0
4,diverse,240,4,4,0.5,relocated_late,220,620,94,452,8,0.5-adaptive-stochasticity,provisional_behavioral_units,20,60,38,3.6,86400,1832468512,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,163,49,28,0,1,0,1,0,0,0,568,1930,50,0,0,89,90,0.0618,0.0604,0.054,0.101,7,1.42,1,52,0.619,71,72,26,58.2,0.27,122,0,122,586,0,15.25,0,0,0,212,0,0,0,0,28,0,55,40,0,50,0,0,0,0,0,28,0,0,45027,0,26435,0,0,0
4,diverse,240,4,4,0.5,relocated_total,220,620,105,504,8,0.5-adaptive-stochasticity,provisional_behavioral_units,20,60,38,3.6,86400,1832468512,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,163,49,28,0,1,0,1,0,0,0,568,1930,50,0,0,89,90,0.0618,0.0604,0.054,0.101,7,1.42,1,52,0.619,71,72,26,58.2,0.27,122,0,122,586,0,15.25,0,0,0,212,0,0,0,0,28,0,55,40,0,50,0,0,0,0,0,28,0,0,45027,0,26435,0,0,0
5,diverse,240,4,4,0.5,initial_food,960,180,19,89,4,0.5-adaptive-stochasticity,provisional_behavioral_units,20,60,38,3.6,86400,695036412,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,158,51,31,0,0,0,0,0,0,0,97,1952,46,0,0,87,90,0.0625,0.0604,0.068,0.141,11,1.43,2,49,0.586,71,74,25.9,59.2,0.24,19,0,19,89,0,4.75,0,0,0,190,19,0,0,0,31,0,53,52,0,46,0,0,0,0,0,31,0,0,47642,0,27262,0,0,0
5,diverse,240,4,4,0.5,relocated_early,220,620,9,43,4.5,0.5-adaptive-stochasticity,provisional_behavioral_units,20,60,38,3.6,86400,549717836,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,158,51,31,1,0,0,1,0,0,0,134,1947,43,0,0,87,90,0.0654,0.0604,0.115,0.126,9,1.56,2,46,0.59,69,82,25.9,58.9,0.25,28,0,28,132,0,6.222,0,0,0,193,16,0,0,0,31,0,51,55,0,43,0,0,0,0,0,31,0,0,42437,0,25733,0,0,0
5,diverse,240,4,4,0.5,relocated_late,220,620,61,317,8,0.5-adaptive-stochasticity,provisional_behavioral_units,20,60,38,3.6,86400,3494566018,lasius,1.4,241,120,100,80,10,26,58,45,25,95,0,12,241,1,159,51,31,0,0,0,0,0,0,0,428,1924,19,0,0,88,90,0.0622,0.0604,0.055,0.079,7,1.42,1,20,0.595,72,73,26,58.2,0.27,89,0,89,449,0,11.125,0,0,0,208,2,0,0,0,31,0,74,57,0,19,0,0,0,0,0,31,0,0,28790,0,27198,0,0,0
5,diverse,240,4,4,0.5,relocated_total,220,620,70,360,8,0.5-adaptive-stochasticity,provisional_behavioral_units,20,60,38,3.6,86400,3494566018,lasius,1.4,241,120,100,80,10,26,58,45,25,95,0,12,241,1,159,51,31,0,0,0,0,0,0,0,428,1924,19,0,0,88,90,0.0622,0.0604,0.055,0.079,7,1.42,1,20,0.595,72,73,26,58.2,0.27,89,0,89,449,0,11.125,0,0,0,208,2,0,0,0,31,0,74,57,0,19,0,0,0,0,0,31,0,0,28790,0,27198,0,0,0
6,diverse,240,4,4,0.5,initial_food,960,180,31,161,4,0.5-adaptive-stochasticity,provisional_behavioral_units,20,60,38,3.6,86400,2292720891,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,166,47,27,0,0,0,0,0,0,0,166,1951,40,0,0,86,90,0.0619,0.0604,0.05,0.094,6,1.42,0,42,0.606,72,72,25.9,59.2,0.24,31,0,31,161,0,7.75,0,0,0,203,10,0,0,0,27,0,61,49,0,40,0,0,0,0,0,27,0,0,43030,0,27245,0,0,0
6,diverse,240,4,4,0.5,relocated_early,220,620,7,32,4.5,0.5-adaptive-stochasticity,provisional_behavioral_units,20,60,38,3.6,86400,997588991,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,166,47,27,1,0,0,1,0,0,0,193,1946,38,0,0,86,90,0.0649,0.0604,0.107,0.115,7,1.41,2,40,0.614,72,78,25.9,59,0.25,38,0,38,193,0,8.444,0,0,0,203,10,0,0,0,27,0,53,54,0,38,0,0,0,0,0,27,1,0,40161,0,26391,0,0,0
6,diverse,240,4,4,0.5,relocated_late,220,620,63,314,8,0.5-adaptive-stochasticity,provisional_behavioral_units,20,60,38,3.6,86400,1307858689,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,166,47,27,0,0,1,1,0,0,0,482,1922,35,0,0,88,90,0.0622,0.0604,0.057,0.084,7,1.43,1,39,0.615,71,72,26,58.2,0.27,101,0,101,507,0,12.625,0,0,0,209,4,0,0,0,27,0,53,58,0,35,0,0,0,0,0,27,0,0,41037,0,26805,0,0,0
6,diverse,240,4,4,0.5,relocated_total,220,620,70,346,8,0.5-adaptive-stochasticity,provisional_behavioral_units,20,60,38,3.6,86400,1307858689,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,166,47,27,0,0,1,1,0,0,0,482,1922,35,0,0,88,90,0.0622,0.0604,0.057,0.084,7,1.43,1,39,0.615,71,72,26,58.2,0.27,101,0,101,507,0,12.625,0,0,0,209,4,0,0,0,27,0,53,58,0,35,0,0,0,0,0,27,0,0,41037,0,26805,0,0,0
7,diverse,240,4,4,0.5,initial_food,960,180,21,115,4,0.5-adaptive-stochasticity,provisional_behavioral_units,20,60,38,3.6,86400,2466257024,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,155,54,31,0,0,0,0,0,0,0,122,1954,50,0,0,86,89,0.0608,0.0604,0.035,0.073,8,1.34,1,52,0.604,72,73,25.9,59.2,0.24,21,0,21,115,0,5.25,0,0,0,197,12,0,0,0,31,0,57,41,0,50,0,0,0,0,0,31,0,0,53178,0,27466,0,0,0
7,diverse,240,4,4,0.5,relocated_early,220,620,5,26,4.5,0.5-adaptive-stochasticity,provisional_behavioral_units,20,60,38,3.6,86400,2447205759,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,155,54,31,1,0,0,1,0,0,0,142,1947,47,0,0,86,90,0.0643,0.0604,0.103,0.111,8,1.45,2,49,0.609,72,77,25.9,59,0.25,26,0,26,141,0,5.778,0,0,0,199,10,0,0,0,31,0,39,61,0,47,0,0,0,0,0,31,0,1,50202,0,26162,0,0,0
7,diverse,240,4,4,0.5,relocated_late,220,620,51,255,8,0.5-adaptive-stochasticity,provisional_behavioral_units,20,60,38,3.6,86400,3864636687,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,155,54,31,0,1,0,1,0,0,0,365,1923,17,0,0,88,90,0.0646,0.0604,0.099,0.119,7,1.41,1,19,0.57,70,73,26,58.2,0.27,77,0,77,396,0,9.625,0,0,0,205,4,0,0,0,31,0,74,57,0,17,0,0,0,0,0,31,0,0,29389,0,25117,0,0,0
7,diverse,240,4,4,0.5,relocated_total,220,620,56,281,8,0.5-adaptive-stochasticity,provisional_behavioral_units,20,60,38,3.6,86400,3864636687,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,155,54,31,0,1,0,1,0,0,0,365,1923,17,0,0,88,90,0.0646,0.0604,0.099,0.119,7,1.41,1,19,0.57,70,73,26,58.2,0.27,77,0,77,396,0,9.625,0,0,0,205,4,0,0,0,31,0,74,57,0,17,0,0,0,0,0,31,0,0,29389,0,25117,0,0,0
8,diverse,240,4,4,0.5,initial_food,960,180,49,238,4,0.5-adaptive-stochasticity,provisional_behavioral_units,20,60,38,3.6,86400,2172573048,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,163,54,23,0,0,0,0,0,0,0,245,1952,40,0,0,87,90,0.062,0.0604,0.05,0.083,6,1.42,0,45,0.574,71,72,25.9,59.2,0.24,49,0,49,238,0,12.25,0,0,0,212,5,0,0,0,23,0,60,52,0,40,0,0,0,0,0,23,0,0,44319,0,27715,0,0,0
8,diverse,240,4,4,0.5,relocated_early,220,620,15,78,4.5,0.5-adaptive-stochasticity,provisional_behavioral_units,20,60,38,3.6,86400,2836087481,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,163,54,23,1,0,0,1,0,0,0,318,1947,28,0,0,88,90,0.0647,0.0604,0.095,0.069,5,1.4,0,34,0.555,67,76,25.9,59,0.25,64,0,64,316,0,14.222,0,0,0,213,4,0,0,0,23,0,67,58,0,28,0,0,0,0,0,23,0,0,40888,0,27590,0,0,0
8,diverse,240,4,4,0.5,relocated_late,220,620,78,396,8,0.5-adaptive-stochasticity,provisional_behavioral_units,20,60,38,3.6,86400,895033959,lasius,1.4,241,120,100,80,10,26,58,45,25,95,0,12,241,1,164,54,23,0,0,0,0,0,0,0,691,1920,40,0,0,89,91,0.0634,0.0605,0.073,0.117,9,1.47,1,49,0.576,71,83,26,58.2,0.27,142,0,142,712,0,17.75,0,0,0,218,0,0,0,0,23,0,58,48,0,40,0,0,0,0,0,23,0,0,44124,0,27822,0,0,0
8,diverse,240,4,4,0.5,relocated_total,220,620,93,474,8,0.5-adaptive-stochasticity,provisional_behavioral_units,20,60,38,3.6,86400,895033959,lasius,1.4,241,120,100,80,10,26,58,45,25,95,0,12,241,1,164,54,23,0,0,0,0,0,0,0,691,1920,40,0,0,89,91,0.0634,0.0605,0.073,0.117,9,1.47,1,49,0.576,71,83,26,58.2,0.27,142,0,142,712,0,17.75,0,0,0,218,0,0,0,0,23,0,58,48,0,40,0,0,0,0,0,23,0,0,44124,0,27822,0,0,0
