seed,profile,ants_requested,pre_days,post_days,adaptation_days,phase,food_x,food_y,phase_food_trips,phase_food_collected,day,model_version,calibration_status,px_per_cm,arena_width_cm,arena_height_cm,nest_radius_cm,sim_day_seconds,random_state,species,speed,ant_count_target,pheromone_strength,diffusion_rate,evaporation_rate,sense_threshold,temperature,humidity,resource_pressure,threat_pressure,hunger_pressure,brood_demand,soldier_ratio,ants,queens,role_worker,role_nurse,role_soldier,eggs,larvae,pupae,brood_total,dead,nest_corpses,disposed_corpses,food_store,water_store,carrying_food,carrying_water,carrying_corpse,avg_energy,avg_hydration,avg_turn_noise,low_noise_ants,high_noise_ants,brood_temp,brood_humidity,brood_stress,food_trips,water_trips,foraging_trips,food_collected,water_collected,food_trip_rate,water_trip_rate,corpse_moves,corpse_move_rate,task_explore,task_food,task_water,task_brood,task_corpse,task_patrol,task_defense,state_exploring,state_following_food_trail,state_following_water_trail,state_carrying_food,state_carrying_water,state_brood_care,state_corpse_cleanup,state_carrying_corpse,state_returning_to_recover,state_patrolling,food_pheromone,water_pheromone,nest_pheromone,alarm_pheromone,death_pheromone,avoid_pheromone
5,medium,240,2,2,0.5,relocated_late,220,620,31,169,4,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,2354406864,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,161,47,32,0,0,0,0,0,0,0,202,1951,21,0,0,87,90,0.055,0,0,25.9,59.2,0.24,37,0,37,194,0,9.25,0,0,0,201,7,0,0,0,32,0,67,108,0,21,0,0,0,0,0,32,40168,0,26582,0,0,0
5,medium,240,2,2,0.5,relocated_total,220,620,35,186,4,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,2354406864,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,161,47,32,0,0,0,0,0,0,0,202,1951,21,0,0,87,90,0.055,0,0,25.9,59.2,0.24,37,0,37,194,0,9.25,0,0,0,201,7,0,0,0,32,0,67,108,0,21,0,0,0,0,0,32,40168,0,26582,0,0,0
1,high,240,2,2,0.5,initial_food,960,180,3,13,2,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,2411935752,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,154,52,34,0,0,0,0,0,0,0,33,1969,9,0,0,86,90,0.105,0,240,25.6,61.5,0.18,3,0,3,13,0,1.5,0,0,0,7,199,0,0,0,34,0,0,0,0,9,0,0,0,0,0,34,8277,0,31091,0,0,0
1,high,240,2,2,0.5,relocated_early,220,620,4,20,2.5,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,199156676,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,154,52,34,0,0,0,0,0,0,0,51,1966,13,0,0,86,90,0.105,0,240,25.7,60.7,0.2,7,0,7,33,0,2.8,0,0,0,124,82,0,0,0,34,0,0,0,0,13,0,0,0,0,0,34,13599,0,31705,0,0,0
1,high,240,2,2,0.5,relocated_late,220,620,11,57,4,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,22736331,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,154,52,34,0,0,0,0,0,0,0,104,1960,25,0,0,85,89,0.105,0,240,25.9,59.2,0.24,18,0,18,90,0,4.5,0,0,0,203,3,0,0,0,34,0,0,0,0,25,0,0,0,0,0,34,31312,0,30973,0,0,0
1,high,240,2,2,0.5,relocated_total,220,620,15,77,4,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,22736331,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,154,52,34,0,0,0,0,0,0,0,104,1960,25,0,0,85,89,0.105,0,240,25.9,59.2,0.24,18,0,18,90,0,4.5,0,0,0,203,3,0,0,0,34,0,0,0,0,25,0,0,0,0,0,34,31312,0,30973,0,0,0
2,high,240,2,2,0.5,initial_food,960,180,2,12,2,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,1966899573,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,156,48,36,0,0,0,0,0,0,0,33,1970,15,0,0,86,90,0.105,0,240,25.6,61.5,0.18,2,0,2,12,0,1,0,0,0,3,201,0,0,0,36,0,0,0,0,15,0,0,0,0,0,36,14718,0,30423,0,0,0
2,high,240,2,2,0.5,relocated_early,220,620,1,3,2.5,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,2705124101,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,156,48,36,0,0,0,0,0,0,0,34,1968,24,0,0,86,90,0.105,0,240,25.7,60.7,0.2,3,0,3,15,0,1.2,0,0,0,13,191,0,0,0,36,0,0,0,0,24,0,0,0,0,0,36,23182,0,30544,0,0,0
2,high,240,2,2,0.5,relocated_late,220,620,27,135,4,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,2346926065,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,156,48,36,0,0,0,0,0,0,0,165,1961,20,0,0,86,89,0.105,0,240,25.9,59.2,0.24,30,0,30,150,0,7.5,0,0,0,197,7,0,0,0,36,0,0,0,0,20,0,0,0,0,0,36,36534,0,30270,0,0,0
2,high,240,2,2,0.5,relocated_total,220,620,28,138,4,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,2346926065,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,156,48,36,0,0,0,0,0,0,0,165,1961,20,0,0,86,89,0.105,0,240,25.9,59.2,0.24,30,0,30,150,0,7.5,0,0,0,197,7,0,0,0,36,0,0,0,0,20,0,0,0,0,0,36,36534,0,30270,0,0,0
3,high,240,2,2,0.5,initial_food,960,180,3,16,2,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,240369943,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,163,54,23,0,0,0,0,0,0,0,35,1971,9,0,0,87,89,0.105,0,240,25.6,61.5,0.18,3,0,3,16,0,1.5,0,0,0,37,180,0,0,0,23,0,0,0,0,9,0,0,0,0,0,23,10208,0,32573,0,0,0
3,high,240,2,2,0.5,relocated_early,220,620,4,17,2.5,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,3664097245,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,163,54,23,0,0,0,0,0,0,0,51,1969,15,0,0,87,89,0.105,0,240,25.7,60.7,0.2,7,0,7,33,0,2.8,0,0,0,156,61,0,0,0,23,0,0,0,0,15,0,0,0,0,0,23,16937,0,33068,0,0,0
3,high,240,2,2,0.5,relocated_late,220,620,10,51,4,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,2550549395,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,163,54,23,0,0,0,0,0,0,0,95,1961,21,0,0,86,89,0.105,0,240,25.9,59.2,0.24,17,0,17,84,0,4.25,0,0,0,210,7,0,0,0,23,0,0,0,0,21,0,0,0,0,0,23,33718,0,32727,0,0,0
3,high,240,2,2,0.5,relocated_total,220,620,14,68,4,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,2550549395,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,163,54,23,0,0,0,0,0,0,0,95,1961,21,0,0,86,89,0.105,0,240,25.9,59.2,0.24,17,0,17,84,0,4.25,0,0,0,210,7,0,0,0,23,0,0,0,0,21,0,0,0,0,0,23,33718,0,32727,0,0,0
4,high,240,2,2,0.5,initial_food,960,180,1,6,2,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,3175569323,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,158,54,28,0,0,0,0,0,0,0,26,1970,8,0,0,86,90,0.105,0,240,25.6,61.5,0.18,1,0,1,6,0,0.5,0,0,0,0,212,0,0,0,28,0,0,0,0,8,0,0,0,0,0,28,6674,0,32623,0,0,0
4,high,240,2,2,0.5,relocated_early,220,620,2,10,2.5,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,3876990324,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,158,54,28,0,0,0,0,0,0,0,34,1968,14,0,0,85,90,0.105,0,240,25.7,60.7,0.2,3,0,3,16,0,1.2,0,0,0,5,207,0,0,0,28,0,0,0,0,14,0,0,0,0,0,28,12851,0,33005,0,0,0
4,high,240,2,2,0.5,relocated_late,220,620,15,75,4,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,2559339706,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,158,54,28,0,0,0,0,0,0,0,103,1961,14,0,0,85,89,0.105,0,240,25.9,59.2,0.24,18,0,18,91,0,4.5,0,0,0,205,7,0,0,0,28,0,0,0,0,14,0,0,0,0,0,28,26712,0,32481,0,0,0
4,high,240,2,2,0.5,relocated_total,220,620,17,85,4,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,2559339706,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,158,54,28,0,0,0,0,0,0,0,103,1961,14,0,0,85,89,0.105,0,240,25.9,59.2,0.24,18,0,18,91,0,4.5,0,0,0,205,7,0,0,0,28,0,0,0,0,14,0,0,0,0,0,28,26712,0,32481,0,0,0
5,high,240,2,2,0.5,initial_food,960,180,1,4,2,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,4068306884,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,161,47,32,0,0,0,0,0,0,0,25,1965,13,0,0,86,90,0.105,0,240,25.6,61.5,0.18,1,0,1,4,0,0.5,0,0,0,0,208,0,0,0,32,0,0,0,0,13,0,0,0,0,0,32,9848,0,31141,0,0,0
5,high,240,2,2,0.5,relocated_early,220,620,3,16,2.5,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,2542947227,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,161,47,32,0,0,0,0,0,0,0,39,1962,18,0,0,86,90,0.105,0,240,25.7,60.7,0.2,4,0,4,20,0,1.6,0,0,0,22,186,0,0,0,32,0,0,0,0,18,0,0,0,0,0,32,18722,0,31248,0,0,0
5,high,240,2,2,0.5,relocated_late,220,620,15,73,4,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,836986312,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,161,47,32,0,0,0,0,0,0,0,107,1955,18,0,0,86,89,0.105,0,240,25.9,59.2,0.24,19,0,19,93,0,4.75,0,0,0,199,9,0,0,0,32,0,0,0,0,18,0,0,0,0,0,32,31693,0,31168,0,0,0
5,high,240,2,2,0.5,relocated_total,220,620,18,89,4,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,836986312,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,161,47,32,0,0,0,0,0,0,0,107,1955,18,0,0,86,89,0.105,0,240,25.9,59.2,0.24,19,0,19,93,0,4.75,0,0,0,199,9,0,0,0,32,0,0,0,0,18,0,0,0,0,0,32,31693,0,31168,0,0,0
1,diverse,240,2,2,0.5,initial_food,960,180,2,7,2,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,151259330,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,154,52,34,0,0,0,0,0,0,0,34,1979,19,0,0,85,88,0.0604,72,72,25.6,61.5,0.18,2,0,2,7,0,1,0,0,0,20,186,0,0,0,34,0,100,24,0,19,0,0,0,0,0,34,14554,0,31655,0,0,0
1,diverse,240,2,2,0.5,relocated_early,220,620,3,16,2.5,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,2815250498,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,154,52,34,0,0,0,0,0,0,0,48,1976,20,0,0,85,88,0.0604,72,72,25.7,60.7,0.2,5,0,5,23,0,2,0,0,0,154,52,0,0,0,34,0,74,52,0,20,0,0,0,0,0,34,23751,0,31882,0,0,0
1,diverse,240,2,2,0.5,relocated_late,220,620,5,26,4,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,2157835275,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,154,52,34,0,0,0,0,0,0,0,61,1958,24,0,0,85,89,0.0604,72,72,25.9,59.2,0.24,10,0,10,49,0,2.5,0,0,0,193,13,0,0,0,34,0,37,87,0,24,0,0,0,0,0,34,42060,0,30737,0,0,0
1,diverse,240,2,2,0.5,relocated_total,220,620,8,42,4,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,2157835275,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,154,52,34,0,0,0,0,0,0,0,61,1958,24,0,0,85,89,0.0604,72,72,25.9,59.2,0.24,10,0,10,49,0,2.5,0,0,0,193,13,0,0,0,34,0,37,87,0,24,0,0,0,0,0,34,42060,0,30737,0,0,0
2,diverse,240,2,2,0.5,initial_food,960,180,6,30,2,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,3243466376,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,156,48,36,0,0,0,0,0,0,0,57,1977,19,0,0,86,89,0.0604,72,72,25.6,61.5,0.18,6,0,6,30,0,3,0,0,0,179,25,0,0,0,36,0,85,34,0,19,0,0,0,0,0,36,19551,0,30956,0,0,0
2,diverse,240,2,2,0.5,relocated_early,220,620,4,21,2.5,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,1574964738,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,156,48,36,0,0,0,0,0,0,0,76,1973,25,0,0,86,89,0.0604,72,72,25.7,60.7,0.2,10,0,10,51,0,4,0,0,0,193,11,0,0,0,36,0,49,64,0,25,0,0,0,0,0,36,29790,0,30852,0,0,0
2,diverse,240,2,2,0.5,relocated_late,220,620,35,180,4,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,3422005308,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,156,48,36,0,0,0,0,0,0,0,244,1957,15,0,0,87,90,0.0604,72,72,25.9,59.2,0.24,45,0,45,231,0,11.25,0,0,0,202,2,0,0,0,36,0,48,72,0,15,0,0,0,0,0,36,41163,0,28258,0,0,0
2,diverse,240,2,2,0.5,relocated_total,220,620,39,201,4,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,3422005308,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,156,48,36,0,0,0,0,0,0,0,244,1957,15,0,0,87,90,0.0604,72,72,25.9,59.2,0.24,45,0,45,231,0,11.25,0,0,0,202,2,0,0,0,36,0,48,72,0,15,0,0,0,0,0,36,41163,0,28258,0,0,0
3,diverse,240,2,2,0.5,initial_food,960,180,4,20,2,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,1572894636,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,163,54,23,0,0,0,0,0,0,0,47,1979,23,0,0,86,88,0.0604,72,72,25.6,61.5,0.18,4,0,4,20,0,2,0,0,0,167,50,0,0,0,23,0,105,26,0,23,0,0,0,0,0,23,22274,0,32749,0,0,0
3,diverse,240,2,2,0.5,relocated_early,220,620,4,23,2.5,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,2815382761,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,163,54,23,0,0,0,0,0,0,0,68,1976,32,0,0,85,88,0.0604,72,72,25.7,60.7,0.2,8,0,8,43,0,3.2,0,0,0,204,13,0,0,0,23,0,64,62,0,32,0,0,0,0,0,23,36522,0,32226,0,0,0
3,diverse,240,2,2,0.5,relocated_late,220,620,4,19,4,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,1746771336,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,163,54,23,0,0,0,0,0,0,0,72,1957,41,0,0,86,90,0.0604,72,72,25.9,59.2,0.24,12,0,12,62,0,3,0,0,0,205,12,0,0,0,23,0,37,83,0,41,0,0,0,0,0,23,48668,0,30025,0,0,0
3,diverse,240,2,2,0.5,relocated_total,220,620,8,42,4,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,1746771336,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,163,54,23,0,0,0,0,0,0,0,72,1957,41,0,0,86,90,0.0604,72,72,25.9,59.2,0.24,12,0,12,62,0,3,0,0,0,205,12,0,0,0,23,0,37,83,0,41,0,0,0,0,0,23,48668,0,30025,0,0,0
4,diverse,240,2,2,0.5,initial_food,960,180,3,14,2,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,952984298,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,158,54,28,0,0,0,0,0,0,0,38,1976,32,0,0,85,89,0.0604,72,72,25.6,61.5,0.18,3,0,3,14,0,1.5,0,0,0,86,126,0,0,0,28,0,72,46,0,32,0,0,0,0,0,28,34382,0,30969,0,0,0
4,diverse,240,2,2,0.5,relocated_early,220,620,1,5,2.5,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,1950469923,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,158,54,28,0,0,0,0,0,0,0,39,1970,38,0,0,85,89,0.0604,72,72,25.7,60.7,0.2,4,0,4,19,0,1.6,0,0,0,104,108,0,0,0,28,0,61,56,0,38,0,0,0,0,0,28,40952,0,30307,0,0,0
4,diverse,240,2,2,0.5,relocated_late,220,620,46,233,4,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,1044383309,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,158,54,28,0,0,0,0,0,0,0,259,1958,19,0,0,87,90,0.0604,72,72,25.9,59.2,0.24,50,0,50,252,0,12.5,0,0,0,209,3,0,0,0,28,0,63,63,0,19,0,0,0,0,0,28,31761,0,29202,0,0,0
4,diverse,240,2,2,0.5,relocated_total,220,620,47,238,4,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,1044383309,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,158,54,28,0,0,0,0,0,0,0,259,1958,19,0,0,87,90,0.0604,72,72,25.9,59.2,0.24,50,0,50,252,0,12.5,0,0,0,209,3,0,0,0,28,0,63,63,0,19,0,0,0,0,0,28,31761,0,29202,0,0,0
5,diverse,240,2,2,0.5,initial_food,960,180,2,10,2,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,3223012600,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,161,47,32,0,0,0,0,0,0,0,38,1976,40,0,0,85,88,0.0604,72,72,25.6,61.5,0.18,2,0,2,10,0,1,0,0,0,75,133,0,0,0,32,0,68,42,0,40,0,0,0,0,0,32,41774,0,29514,0,0,0
5,diverse,240,2,2,0.5,relocated_early,220,620,6,30,2.5,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,780268612,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,161,47,32,0,0,0,0,0,0,0,64,1970,41,0,0,86,88,0.0604,72,72,25.7,60.7,0.2,8,0,8,40,0,3.2,0,0,0,154,54,0,0,0,32,0,48,58,0,41,0,0,0,0,0,32,52691,0,28661,0,0,0
5,diverse,240,2,2,0.5,relocated_late,220,620,4,18,4,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,143472690,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,161,47,32,0,0,0,0,0,0,0,64,1950,54,0,0,86,90,0.0604,72,72,25.9,59.2,0.24,12,0,12,58,0,3,0,0,0,178,30,0,0,0,32,0,31,70,0,54,0,0,0,0,0,32,43425,0,26892,0,0,0
5,diverse,240,2,2,0.5,relocated_total,220,620,10,48,4,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,143472690,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,161,47,32,0,0,0,0,0,0,0,64,1950,54,0,0,86,90,0.0604,72,72,25.9,59.2,0.24,12,0,12,58,0,3,0,0,0,178,30,0,0,0,32,0,31,70,0,54,0,0,0,0,0,32,43425,0,26892,0,0,0
